match_id,blue_1_name,blue_1_role,blue_2_name,blue_2_role,blue_3_name,blue_3_role,blue_4_name,blue_4_role,blue_5_name,blue_5_role,red_1_name,red_1_role,red_2_name,red_2_role,red_3_name,red_3_role,red_4_name,red_4_role,red_5_name,red_5_role,label
KR_7639553256,Karthus,Burst,Ahri,Burst,Senna,DPS Marksman,Xerath,Poke,Trundle,Bruiser AD,Seraphine,Utility Support,Gragas,Sustain Mage,Jhin,Poke,Sylas,Bruiser AP,Milio,Utility Support,0
KR_7639451308,Nautilus,CC Tank,Zilean,Utility Support,Smolder,Poke,Nidalee,Poke,Naafiri,Assassin AD,Maokai,CC Tank,Zoe,Poke,Kennen,Burst,Ivern,Utility Support,Xerath,Poke,0
KR_7638798117,Lissandra,Burst,Neeko,Burst,Sivir,DPS Marksman,Blitzcrank,CC Tank,Kayn,Assassin AD,Zeri,DPS Marksman,Pantheon,Bruiser AD,Naafiri,Assassin AD,Viktor,Poke,Briar,Bruiser AD,0
KR_7638957247,Annie,Burst,Smolder,Poke,Graves,Poke,Karma,Utility Support,Mordekaiser,Bruiser AP,Soraka,Utility Support,Galio,CC Tank,Kindred,DPS Marksman,Ahri,Burst,Shaco,Assassin AD,1
KR_7638906204,Jhin,Poke,Jinx,DPS Marksman,Diana,Burst,Hecarim,Bruiser AD,Lux,Poke,Graves,Poke,Smolder,Poke,Yuumi,Utility Support,Taliyah,Poke,Veigar,Burst,1
KR_7623474658,Maokai,CC Tank,Hwei,Poke,Vi,Bruiser AD,Kayle,Bruiser AD,Kennen,Burst,Ashe,Poke,Ornn,Sustain Tank,Draven,DPS Marksman,Rumble,Sustain Mage,Fizz,Burst,1
KR_7635548420,Maokai,CC Tank,Zyra,Poke,Singed,Sustain Tank,Jinx,DPS Marksman,Morgana,Poke,Ziggs,Poke,Akali,Burst,Nocturne,Assassin AD,Braum,CC Tank,Ezreal,Poke,0
KR_7638531027,Tristana,DPS Marksman,Ornn,Sustain Tank,Warwick,Bruiser AD,Swain,Sustain Mage,Taliyah,Poke,Karthus,Burst,Lux,Poke,Zeri,DPS Marksman,Vex,Burst,Naafiri,Assassin AD,1
KR_7638511648,Katarina,Burst,Janna,Utility Support,Shaco,Assassin AD,Lucian,DPS Marksman,Aurora,Poke,Smolder,Poke,Jinx,DPS Marksman,Taliyah,Poke,Lux,Poke,Pantheon,Bruiser AD,1
KR_7637718491,Olaf,Bruiser AD,Teemo,Poke,Lulu,Utility Support,Draven,DPS Marksman,Lux,Poke,Zilean,Utility Support,Fiora,Bruiser AD,Zac,CC Tank,Gnar,Bruiser AD,Pyke,Assassin AD,0
KR_7638727084,Galio,CC Tank,Lulu,Utility Support,Vayne,DPS Marksman,Kayn,Assassin AD,Vladimir,Sustain Mage,Zoe,Poke,Blitzcrank,CC Tank,Ezreal,Poke,Draven,DPS Marksman,Jayce,Poke,0
KR_7637968981,Irelia,Bruiser AD,Viktor,Poke,Jax,Bruiser AD,Evelynn,Burst,Neeko,Burst,Hwei,Poke,Xerath,Poke,Gragas,Sustain Mage,Yone,Bruiser AD,Jinx,DPS Marksman,1
KR_7637937572,Neeko,Burst,Lillia,Sustain Mage,Nautilus,CC Tank,Zed,Assassin AD,Xerath,Poke,Brand,Burst,Sylas,Bruiser AP,Senna,DPS Marksman,Diana,Burst,Sett,Bruiser AD,0
KR_7637659092,Sivir,DPS Marksman,Annie,Burst,Tristana,DPS Marksman,Shen,Sustain Tank,Teemo,Poke,Akali,Burst,Samira,DPS Marksman,Kindred,DPS Marksman,Yuumi,Utility Support,Morgana,Poke,0
KR_7638824665,Viktor,Poke,Jhin,Poke,Ahri,Burst,Akshan,Assassin AD,Lillia,Sustain Mage,Samira,DPS Marksman,Smolder,Poke,Shaco,Assassin AD,Shen,Sustain Tank,Teemo,Poke,0
KR_7638769380,Karma,Utility Support,Garen,Bruiser AD,Braum,CC Tank,Senna,DPS Marksman,Tristana,DPS Marksman,Varus,Poke,Rumble,Sustain Mage,Warwick,Bruiser AD,Xayah,DPS Marksman,Amumu,CC Tank,0
KR_7637456562,Zoe,Poke,Xerath,Poke,Vladimir,Sustain Mage,Karma,Utility Support,Viego,Bruiser AD,Vex,Burst,Ziggs,Poke,Zed,Assassin AD,Rammus,CC Tank,Alistar,CC Tank,1
KR_7633752266,Trundle,Bruiser AD,Brand,Burst,Sett,Bruiser AD,Malzahar,Poke,Elise,Burst,Sona,Utility Support,Morgana,Poke,Caitlyn,Poke,Amumu,CC Tank,Nocturne,Assassin AD,0
KR_7633638165,Xerath,Poke,Tristana,DPS Marksman,Nidalee,Poke,Hwei,Poke,Shen,Sustain Tank,Ahri,Burst,Neeko,Burst,Gragas,Sustain Mage,Zyra,Poke,Teemo,Poke,1
KR_7633558250,Zyra,Poke,Jax,Bruiser AD,Graves,Poke,Blitzcrank,CC Tank,Lux,Poke,Darius,Bruiser AD,Kennen,Burst,Soraka,Utility Support,Garen,Bruiser AD,Jinx,DPS Marksman,0
KR_7627292020,Akali,Burst,Sett,Bruiser AD,Malphite,Sustain Tank,Heimerdinger,Poke,Tristana,DPS Marksman,Braum,CC Tank,Jinx,DPS Marksman,Bard,Utility Support,Senna,DPS Marksman,Veigar,Burst,1
KR_7625791059,Brand,Burst,Shaco,Assassin AD,Ashe,Poke,Evelynn,Burst,Jinx,DPS Marksman,Vi,Bruiser AD,Janna,Utility Support,Heimerdinger,Poke,Tryndamere,Bruiser AD,Riven,Bruiser AD,1
KR_7625588776,Ezreal,Poke,Swain,Sustain Mage,Zeri,DPS Marksman,Gragas,Sustain Mage,Varus,Poke,Nami,Utility Support,Blitzcrank,CC Tank,Vex,Burst,Katarina,Burst,Kalista,DPS Marksman,1
KR_7625517369,Tristana,DPS Marksman,Viktor,Poke,Xerath,Poke,Xayah,DPS Marksman,Graves,Poke,Azir,Poke,Jinx,DPS Marksman,Akali,Burst,Veigar,Burst,Sylas,Bruiser AP,1
KR_7544565111,Taric,Utility Support,Kennen,Burst,Lulu,Utility Support,Anivia,Poke,Tristana,DPS Marksman,Cassiopeia,Sustain Mage,Varus,Poke,Akali,Burst,Ashe,Poke,Diana,Burst,1
KR_7544560045,Morgana,Poke,Malphite,Sustain Tank,Shaco,Assassin AD,Varus,Poke,Zilean,Utility Support,Lucian,DPS Marksman,Tristana,DPS Marksman,Zeri,DPS Marksman,Nidalee,Poke,Thresh,Utility Support,1
KR_7544408187,Shen,Sustain Tank,Brand,Burst,Caitlyn,Poke,Fizz,Burst,Orianna,Burst,Soraka,Utility Support,Yasuo,Bruiser AD,Twitch,DPS Marksman,Lucian,DPS Marksman,Lulu,Utility Support,1
KR_7531703017,Nasus,Bruiser AD,Milio,Utility Support,Rumble,Sustain Mage,Yone,Bruiser AD,Zeri,DPS Marksman,Caitlyn,Poke,Elise,Burst,Vayne,DPS Marksman,Blitzcrank,CC Tank,Teemo,Poke,0
KR_7630487652,Karma,Utility Support,Nautilus,CC Tank,Viego,Bruiser AD,Poppy,CC Tank,Morgana,Poke,Teemo,Poke,Aphelios,DPS Marksman,Veigar,Burst,Sett,Bruiser AD,Bard,Utility Support,0
KR_7556601722,Aatrox,Bruiser AD,Warwick,Bruiser AD,Lulu,Utility Support,Xayah,DPS Marksman,Fizz,Burst,Braum,CC Tank,Darius,Bruiser AD,Rumble,Sustain Mage,Ashe,Poke,Kayle,Bruiser AD,0
KR_7623141739,Yone,Bruiser AD,Syndra,Burst,Lillia,Sustain Mage,Warwick,Bruiser AD,Quinn,Poke,Nasus,Bruiser AD,Nidalee,Poke,Diana,Burst,Zilean,Utility Support,Seraphine,Utility Support,0
KR_7623075900,Alistar,CC Tank,Aurora,Poke,Yasuo,Bruiser AD,Diana,Burst,Hwei,Poke,Ezreal,Poke,Thresh,Utility Support,Seraphine,Utility Support,Brand,Burst,Jhin,Poke,0
KR_7610360207,Darius,Bruiser AD,Amumu,CC Tank,Neeko,Burst,Samira,DPS Marksman,Gnar,Bruiser AD,Yone,Bruiser AD,Brand,Burst,Seraphine,Utility Support,Jinx,DPS Marksman,Corki,Poke,1
KR_7520191601,Zed,Assassin AD,Singed,Sustain Tank,Jayce,Poke,Zoe,Poke,Rumble,Sustain Mage,Varus,Poke,Galio,CC Tank,Thresh,Utility Support,Caitlyn,Poke,Lissandra,Burst,0
KR_7438800140,Darius,Bruiser AD,Ambessa,Bruiser AD,Katarina,Burst,Ziggs,Poke,Soraka,Utility Support,Lux,Poke,Senna,DPS Marksman,Zed,Assassin AD,Diana,Burst,Yasuo,Bruiser AD,0
KR_7414826881,Karthus,Burst,Pyke,Assassin AD,Jayce,Poke,Samira,DPS Marksman,Ryze,Bruiser AD,Qiyana,Assassin AD,Volibear,Sustain Tank,Varus,Poke,Heimerdinger,Poke,Lux,Poke,0
KR_7637248963,Karma,Utility Support,Fiora,Bruiser AD,Nautilus,CC Tank,Renekton,Bruiser AD,Zilean,Utility Support,Fizz,Burst,Mordekaiser,Bruiser AP,Amumu,CC Tank,Kalista,DPS Marksman,Nasus,Bruiser AD,1
KR_7635462822,Blitzcrank,CC Tank,Kalista,DPS Marksman,Nidalee,Poke,Warwick,Bruiser AD,Orianna,Burst,Morgana,Poke,Varus,Poke,Vladimir,Sustain Mage,Illaoi,Bruiser AD,Neeko,Burst,1
KR_7634313733,Xerath,Poke,Kindred,DPS Marksman,Nautilus,CC Tank,Yasuo,Bruiser AD,Ahri,Burst,Vayne,DPS Marksman,Corki,Poke,Karthus,Burst,Zed,Assassin AD,Vi,Bruiser AD,1
KR_7638950815,Blitzcrank,CC Tank,Vayne,DPS Marksman,Samira,DPS Marksman,Neeko,Burst,Amumu,CC Tank,Olaf,Bruiser AD,Senna,DPS Marksman,Nidalee,Poke,Jhin,Poke,Rakan,Utility Support,1
KR_7638544506,Ivern,Utility Support,Varus,Poke,Blitzcrank,CC Tank,Lillia,Sustain Mage,Camille,Bruiser AD,Milio,Utility Support,Ziggs,Poke,Jhin,Poke,Sett,Bruiser AD,Pantheon,Bruiser AD,0
KR_7634169828,Seraphine,Utility Support,Singed,Sustain Tank,Aurora,Poke,Jhin,Poke,Shen,Sustain Tank,Diana,Burst,Draven,DPS Marksman,Pyke,Assassin AD,Gragas,Sustain Mage,Ekko,Burst,1
KR_7634142336,Qiyana,Assassin AD,Zyra,Poke,Jhin,Poke,Kennen,Burst,Xerath,Poke,Vladimir,Sustain Mage,Twitch,DPS Marksman,Jayce,Poke,Xayah,DPS Marksman,Yuumi,Utility Support,1
KR_7634122373,Fizz,Burst,Gnar,Bruiser AD,Akali,Burst,Anivia,Poke,Jhin,Poke,Lulu,Utility Support,Swain,Sustain Mage,Varus,Poke,Ashe,Poke,Aphelios,DPS Marksman,1
KR_7633027142,Seraphine,Utility Support,Kennen,Burst,Jax,Bruiser AD,Akshan,Assassin AD,Ornn,Sustain Tank,Ashe,Poke,Aphelios,DPS Marksman,Gwen,Bruiser AP,Corki,Poke,Urgot,Bruiser AD,1
KR_7612698236,Sylas,Bruiser AP,Jax,Bruiser AD,Jinx,DPS Marksman,Zyra,Poke,Jayce,Poke,Blitzcrank,CC Tank,Viego,Bruiser AD,Kalista,DPS Marksman,Xerath,Poke,Twitch,DPS Marksman,1
KR_7610077271,Karma,Utility Support,Sylas,Bruiser AP,Ezreal,Poke,Syndra,Burst,Gragas,Sustain Mage,Draven,DPS Marksman,Diana,Burst,Senna,DPS Marksman,Ashe,Poke,Udyr,Bruiser AD,0
KR_7600716029,Kayle,Bruiser AD,Xerath,Poke,Lucian,DPS Marksman,Volibear,Sustain Tank,Amumu,CC Tank,Malphite,Sustain Tank,Caitlyn,Poke,Pantheon,Bruiser AD,Aphelios,DPS Marksman,Heimerdinger,Poke,1
KR_7600657725,Kayle,Bruiser AD,Ziggs,Poke,Karma,Utility Support,Lillia,Sustain Mage,Diana,Burst,Jhin,Poke,Heimerdinger,Poke,Morgana,Poke,Sylas,Bruiser AP,Udyr,Bruiser AD,0
KR_7639464083,Ekko,Burst,Neeko,Burst,Irelia,Bruiser AD,Hwei,Poke,Ornn,Sustain Tank,Katarina,Burst,Caitlyn,Poke,Shaco,Assassin AD,Annie,Burst,Senna,DPS Marksman,0
KR_7639431734,Sett,Bruiser AD,Yone,Bruiser AD,Alistar,CC Tank,Orianna,Burst,Swain,Sustain Mage,Illaoi,Bruiser AD,Xerath,Poke,Zeri,DPS Marksman,Galio,CC Tank,Braum,CC Tank,1
KR_7639231689,Zed,Assassin AD,Janna,Utility Support,Caitlyn,Poke,Zyra,Poke,Malzahar,Poke,Jinx,DPS Marksman,Teemo,Poke,Alistar,CC Tank,Evelynn,Burst,Pantheon,Bruiser AD,1
KR_7639251087,Gragas,Sustain Mage,Lucian,DPS Marksman,Zeri,DPS Marksman,Leona,CC Tank,Rammus,CC Tank,Alistar,CC Tank,Caitlyn,Poke,Quinn,Poke,Seraphine,Utility Support,Lux,Poke,0
KR_7639217098,Corki,Poke,Viego,Bruiser AD,Ekko,Burst,Sejuani,CC Tank,Ashe,Poke,Morgana,Poke,Soraka,Utility Support,Caitlyn,Poke,Xayah,DPS Marksman,Viktor,Poke,0
KR_7639090787,Leona,CC Tank,Vayne,DPS Marksman,Veigar,Burst,Anivia,Poke,Yone,Bruiser AD,Lucian,DPS Marksman,Jhin,Poke,Caitlyn,Poke,Blitzcrank,CC Tank,Viktor,Poke,0
KR_7636078187,Orianna,Burst,Singed,Sustain Tank,Sivir,DPS Marksman,Xerath,Poke,Corki,Poke,Sylas,Bruiser AP,Thresh,Utility Support,Neeko,Burst,Jhin,Poke,Yone,Bruiser AD,0
KR_7635898390,Brand,Burst,Soraka,Utility Support,Cassiopeia,Sustain Mage,Ezreal,Poke,Taric,Utility Support,Sett,Bruiser AD,Kayle,Bruiser AD,Swain,Sustain Mage,Viktor,Poke,Jhin,Poke,0
KR_7635868786,Aphelios,DPS Marksman,Zilean,Utility Support,Taliyah,Poke,Ryze,Bruiser AD,Swain,Sustain Mage,Poppy,CC Tank,Pantheon,Bruiser AD,Jhin,Poke,Teemo,Poke,Ezreal,Poke,0
KR_7635789665,Akali,Burst,Sion,Sustain Tank,Milio,Utility Support,Varus,Poke,Rakan,Utility Support,Zilean,Utility Support,Ornn,Sustain Tank,Lillia,Sustain Mage,Sett,Bruiser AD,Caitlyn,Poke,0
KR_7633927811,Sejuani,CC Tank,Nautilus,CC Tank,Ezreal,Poke,Yone,Bruiser AD,Jinx,DPS Marksman,Xerath,Poke,Caitlyn,Poke,Lulu,Utility Support,Blitzcrank,CC Tank,Fiora,Bruiser AD,1
KR_7635073679,Tristana,DPS Marksman,Alistar,CC Tank,Pyke,Assassin AD,Zyra,Poke,Zac,CC Tank,Senna,DPS Marksman,Blitzcrank,CC Tank,Lucian,DPS Marksman,Viktor,Poke,Gragas,Sustain Mage,0
KR_7634977283,Tristana,DPS Marksman,Akshan,Assassin AD,Ahri,Burst,Quinn,Poke,Teemo,Poke,Xerath,Poke,Smolder,Poke,Singed,Sustain Tank,Cassiopeia,Sustain Mage,Hwei,Poke,0
KR_7634880405,Hecarim,Bruiser AD,Caitlyn,Poke,Azir,Poke,Kayle,Bruiser AD,Sylas,Bruiser AP,Teemo,Poke,Janna,Utility Support,Yasuo,Bruiser AD,Ahri,Burst,Milio,Utility Support,1
KR_7634782299,Singed,Sustain Tank,Kindred,DPS Marksman,Jax,Bruiser AD,Seraphine,Utility Support,Ezreal,Poke,Yuumi,Utility Support,Morgana,Poke,Annie,Burst,Aphelios,DPS Marksman,Rell,CC Tank,0
KR_7634746152,Gragas,Sustain Mage,Naafiri,Assassin AD,Sett,Bruiser AD,Akali,Burst,Nautilus,CC Tank,Zilean,Utility Support,Samira,DPS Marksman,Rammus,CC Tank,Ziggs,Poke,Lucian,DPS Marksman,0
KR_7634631273,Janna,Utility Support,Annie,Burst,Kennen,Burst,Kayn,Assassin AD,Shen,Sustain Tank,Fizz,Burst,Kindred,DPS Marksman,Jinx,DPS Marksman,Nidalee,Poke,Gangplank,Poke,1
KR_7637417026,Ahri,Burst,Graves,Poke,Xerath,Poke,Karma,Utility Support,Karthus,Burst,Fizz,Burst,Ornn,Sustain Tank,Rumble,Sustain Mage,Xayah,DPS Marksman,Leona,CC Tank,0
KR_7608957131,Tryndamere,Bruiser AD,Aurora,Poke,Annie,Burst,Varus,Poke,Ezreal,Poke,Rumble,Sustain Mage,Azir,Poke,Neeko,Burst,Kayn,Assassin AD,Nautilus,CC Tank,0
KR_7608878356,Yone,Bruiser AD,Zoe,Poke,Veigar,Burst,Karthus,Burst,Ashe,Poke,Brand,Burst,Ziggs,Poke,Zyra,Poke,Thresh,Utility Support,Kayle,Bruiser AD,0
KR_7608866622,Leona,CC Tank,Rammus,CC Tank,Teemo,Poke,Jhin,Poke,Kennen,Burst,Lucian,DPS Marksman,Malzahar,Poke,Zilean,Utility Support,Xayah,DPS Marksman,Swain,Sustain Mage,1
KR_7608842292,Katarina,Burst,Morgana,Poke,Garen,Bruiser AD,Xayah,DPS Marksman,Gragas,Sustain Mage,Kindred,DPS Marksman,Seraphine,Utility Support,Pyke,Assassin AD,Mordekaiser,Bruiser AP,Smolder,Poke,1
KR_7608818938,Ziggs,Poke,Pyke,Assassin AD,Anivia,Poke,Ahri,Burst,Sejuani,CC Tank,Naafiri,Assassin AD,Diana,Burst,Twitch,DPS Marksman,Nautilus,CC Tank,Samira,DPS Marksman,1
KR_7638059033,Samira,DPS Marksman,Pantheon,Bruiser AD,Thresh,Utility Support,Teemo,Poke,Kayle,Bruiser AD,Annie,Burst,Senna,DPS Marksman,Warwick,Bruiser AD,Ornn,Sustain Tank,Ezreal,Poke,0
KR_7637997437,Malphite,Sustain Tank,Lillia,Sustain Mage,Rell,CC Tank,Aphelios,DPS Marksman,Blitzcrank,CC Tank,Seraphine,Utility Support,Shaco,Assassin AD,Teemo,Poke,Rumble,Sustain Mage,Rakan,Utility Support,1
KR_7636582504,Zeri,DPS Marksman,Pyke,Assassin AD,Ahri,Burst,Sona,Utility Support,Karma,Utility Support,Sett,Bruiser AD,Fiora,Bruiser AD,Lillia,Sustain Mage,Jinx,DPS Marksman,Braum,CC Tank,1
KR_7636555210,Varus,Poke,Zed,Assassin AD,Caitlyn,Poke,Sylas,Bruiser AP,Irelia,Bruiser AD,Ahri,Burst,Gragas,Sustain Mage,Fizz,Burst,Smolder,Poke,Kindred,DPS Marksman,1
KR_7638244296,Nidalee,Poke,Ekko,Burst,Mordekaiser,Bruiser AP,Senna,DPS Marksman,Vi,Bruiser AD,Veigar,Burst,Ornn,Sustain Tank,Maokai,CC Tank,Kalista,DPS Marksman,Yuumi,Utility Support,1
KR_7631158194,Lux,Poke,Jinx,DPS Marksman,Tristana,DPS Marksman,Kayn,Assassin AD,Blitzcrank,CC Tank,Zilean,Utility Support,Aphelios,DPS Marksman,Vladimir,Sustain Mage,Sona,Utility Support,Senna,DPS Marksman,0
KR_7630363347,Jhin,Poke,Gangplank,Poke,Leona,CC Tank,Vladimir,Sustain Mage,Nami,Utility Support,Rumble,Sustain Mage,Soraka,Utility Support,Swain,Sustain Mage,Maokai,CC Tank,Sylas,Bruiser AP,1
KR_7628805355,Warwick,Bruiser AD,Zoe,Poke,Udyr,Bruiser AD,Galio,CC Tank,Ezreal,Poke,Heimerdinger,Poke,Yone,Bruiser AD,Neeko,Burst,Soraka,Utility Support,Twitch,DPS Marksman,0
KR_7639314548,Varus,Poke,Kayn,Assassin AD,Maokai,CC Tank,Nami,Utility Support,Rakan,Utility Support,Briar,Bruiser AD,Draven,DPS Marksman,Yone,Bruiser AD,Diana,Burst,Tryndamere,Bruiser AD,1
KR_7638904513,Illaoi,Bruiser AD,Jinx,DPS Marksman,Zeri,DPS Marksman,Lux,Poke,Ezreal,Poke,Yasuo,Bruiser AD,Galio,CC Tank,Teemo,Poke,Singed,Sustain Tank,Smolder,Poke,1
KR_7638840713,Qiyana,Assassin AD,Kennen,Burst,Morgana,Poke,Xayah,DPS Marksman,Tristana,DPS Marksman,Ashe,Poke,Blitzcrank,CC Tank,Kindred,DPS Marksman,Neeko,Burst,Kayle,Bruiser AD,0
KR_7638822930,Shen,Sustain Tank,Orianna,Burst,Yone,Bruiser AD,Xayah,DPS Marksman,Sylas,Bruiser AP,Fizz,Burst,Sivir,DPS Marksman,Sejuani,CC Tank,Yuumi,Utility Support,Jinx,DPS Marksman,0
KR_7638658218,Anivia,Poke,Samira,DPS Marksman,Talon,Assassin AD,Malphite,Sustain Tank,Aatrox,Bruiser AD,Ashe,Poke,Kalista,DPS Marksman,Pyke,Assassin AD,Brand,Burst,Viktor,Poke,0
KR_7636692374,Nidalee,Poke,Vex,Burst,Sett,Bruiser AD,Samira,DPS Marksman,Nocturne,Assassin AD,Teemo,Poke,Briar,Bruiser AD,Xerath,Poke,Neeko,Burst,Rumble,Sustain Mage,1
KR_7635330787,Veigar,Burst,Jayce,Poke,Lux,Poke,Rell,CC Tank,Varus,Poke,Aatrox,Bruiser AD,Maokai,CC Tank,Twitch,DPS Marksman,Thresh,Utility Support,Xerath,Poke,0
KR_7633814624,Talon,Assassin AD,Sejuani,CC Tank,Yorick,Sustain Tank,Taric,Utility Support,Jhin,Poke,Akshan,Assassin AD,Braum,CC Tank,Ashe,Poke,Sona,Utility Support,Cassiopeia,Sustain Mage,1
KR_7633803187,Vex,Burst,Samira,DPS Marksman,Karthus,Burst,Jayce,Poke,Cassiopeia,Sustain Mage,Janna,Utility Support,Sona,Utility Support,Corki,Poke,Xayah,DPS Marksman,Nidalee,Poke,1
KR_7635457966,Xerath,Poke,Zeri,DPS Marksman,Renekton,Bruiser AD,Veigar,Burst,Seraphine,Utility Support,Talon,Assassin AD,Akali,Burst,Gnar,Bruiser AD,Karma,Utility Support,Teemo,Poke,0
KR_7634150188,Akali,Burst,Garen,Bruiser AD,Malphite,Sustain Tank,Draven,DPS Marksman,Brand,Burst,Poppy,CC Tank,Zed,Assassin AD,Jhin,Poke,Annie,Burst,Varus,Poke,1
KR_7634112123,Teemo,Poke,Sylas,Bruiser AP,Katarina,Burst,Draven,DPS Marksman,Aurora,Poke,Smolder,Poke,Lulu,Utility Support,Yone,Bruiser AD,Orianna,Burst,Nami,Utility Support,0
KR_7632877027,Heimerdinger,Poke,Soraka,Utility Support,Vayne,DPS Marksman,Aurora,Poke,Twitch,DPS Marksman,Nidalee,Poke,Darius,Bruiser AD,Caitlyn,Poke,Senna,DPS Marksman,Teemo,Poke,1
KR_7632852668,Xerath,Poke,Varus,Poke,Lissandra,Burst,Twitch,DPS Marksman,Galio,CC Tank,Trundle,Bruiser AD,Smolder,Poke,Zac,CC Tank,Singed,Sustain Tank,Akshan,Assassin AD,1
KR_7636691343,Evelynn,Burst,Singed,Sustain Tank,Janna,Utility Support,Vayne,DPS Marksman,Shaco,Assassin AD,Twitch,DPS Marksman,Jayce,Poke,Yuumi,Utility Support,Neeko,Burst,Galio,CC Tank,1
KR_7636641778,Cassiopeia,Sustain Mage,Orianna,Burst,Yone,Bruiser AD,Lux,Poke,Ornn,Sustain Tank,Viktor,Poke,Syndra,Burst,Caitlyn,Poke,Tryndamere,Bruiser AD,Taric,Utility Support,0
KR_7636599249,Volibear,Sustain Tank,Annie,Burst,Briar,Bruiser AD,Rumble,Sustain Mage,Kalista,DPS Marksman,Jhin,Poke,Zac,CC Tank,Gwen,Bruiser AP,Vayne,DPS Marksman,Poppy,CC Tank,0
KR_7636463973,Pyke,Assassin AD,Annie,Burst,Amumu,CC Tank,Jinx,DPS Marksman,Nidalee,Poke,Karthus,Burst,Sona,Utility Support,Malphite,Sustain Tank,Xayah,DPS Marksman,Shyvana,Bruiser AD,1
KR_7635891949,Jax,Bruiser AD,Evelynn,Burst,Vladimir,Sustain Mage,Soraka,Utility Support,Katarina,Burst,Ashe,Poke,Ezreal,Poke,Seraphine,Utility Support,Shyvana,Bruiser AD,Aphelios,DPS Marksman,1
KR_7635858335,Illaoi,Bruiser AD,Ahri,Burst,Zed,Assassin AD,Nidalee,Poke,Jinx,DPS Marksman,Teemo,Poke,Rammus,CC Tank,Samira,DPS Marksman,Varus,Poke,Ziggs,Poke,0
KR_7615606722,Gragas,Sustain Mage,Aurora,Poke,Sona,Utility Support,Zoe,Poke,Sett,Bruiser AD,Akali,Burst,Brand,Burst,Milio,Utility Support,Xerath,Poke,Pyke,Assassin AD,1
KR_7615573451,Graves,Poke,Veigar,Burst,Varus,Poke,Viktor,Poke,Senna,DPS Marksman,Lucian,DPS Marksman,Urgot,Bruiser AD,Xerath,Poke,Mordekaiser,Bruiser AP,Corki,Poke,1
KR_7614696194,Jhin,Poke,Viktor,Poke,Ahri,Burst,Smolder,Poke,Rakan,Utility Support,Ezreal,Poke,Renekton,Bruiser AD,Malzahar,Poke,Caitlyn,Poke,Sejuani,CC Tank,0
KR_7613050212,Darius,Bruiser AD,Pantheon,Bruiser AD,Karma,Utility Support,Malphite,Sustain Tank,Zeri,DPS Marksman,Sylas,Bruiser AP,Poppy,CC Tank,Morgana,Poke,Fizz,Burst,Jhin,Poke,1
KR_7612342021,Syndra,Burst,Ornn,Sustain Tank,Vayne,DPS Marksman,Rell,CC Tank,Akali,Burst,Janna,Utility Support,Yasuo,Bruiser AD,Xerath,Poke,Tristana,DPS Marksman,Graves,Poke,0
KR_7612309196,Gnar,Bruiser AD,Ornn,Sustain Tank,Varus,Poke,Ashe,Poke,Lux,Poke,Hwei,Poke,Galio,CC Tank,Xerath,Poke,Nidalee,Poke,Nilah,DPS Marksman,1
KR_7565547768,Morgana,Poke,Azir,Poke,Lucian,DPS Marksman,Nidalee,Poke,Maokai,CC Tank,Soraka,Utility Support,Pantheon,Bruiser AD,Zac,CC Tank,Akali,Burst,Zyra,Poke,0
KR_7556774655,Katarina,Burst,Corki,Poke,Mordekaiser,Bruiser AP,Amumu,CC Tank,Zed,Assassin AD,Ornn,Sustain Tank,Orianna,Burst,Morgana,Poke,Neeko,Burst,Ezreal,Poke,0
KR_7639266573,Nautilus,CC Tank,Ezreal,Poke,Morgana,Poke,Seraphine,Utility Support,Aurora,Poke,Malphite,Sustain Tank,Jayce,Poke,Quinn,Poke,Xerath,Poke,Rammus,CC Tank,1
KR_7639224700,Nilah,DPS Marksman,Nautilus,CC Tank,Taliyah,Poke,Lux,Poke,Caitlyn,Poke,Aphelios,DPS Marksman,Jayce,Poke,Blitzcrank,CC Tank,Lulu,Utility Support,Vex,Burst,0
KR_7639042827,Riven,Bruiser AD,Nautilus,CC Tank,Amumu,CC Tank,Azir,Poke,Zeri,DPS Marksman,Veigar,Burst,Thresh,Utility Support,Elise,Burst,Mordekaiser,Bruiser AP,Draven,DPS Marksman,1
KR_7637999613,Sona,Utility Support,Quinn,Poke,Ryze,Bruiser AD,Pantheon,Bruiser AD,Cassiopeia,Sustain Mage,Vi,Bruiser AD,Xerath,Poke,Milio,Utility Support,Ambessa,Bruiser AD,Lucian,DPS Marksman,1
KR_7635987589,Graves,Poke,Kennen,Burst,Brand,Burst,Anivia,Poke,Nami,Utility Support,Corki,Poke,Ivern,Utility Support,Zed,Assassin AD,Xayah,DPS Marksman,Azir,Poke,1
KR_7638708626,Swain,Sustain Mage,Maokai,CC Tank,Quinn,Poke,Trundle,Bruiser AD,Zeri,DPS Marksman,Brand,Burst,Ezreal,Poke,Pyke,Assassin AD,Kassadin,Burst,Zyra,Poke,1
KR_7636233352,Lucian,DPS Marksman,Amumu,CC Tank,Tryndamere,Bruiser AD,Jhin,Poke,Taliyah,Poke,Ahri,Burst,Malphite,Sustain Tank,Morgana,Poke,Skarner,CC Tank,Aatrox,Bruiser AD,1
